t,counts,true_signal,background,is_injected_anomaly,z_score,anom_z,anom_iso,anom_any
371,34,23.015459689818925,7.297376354262194,0,-0.5541130792564812,0,0,0
372,42,23.189853053159688,7.014076389539916,0,-0.423779531271892,0,0,0
373,36,23.355006906001396,7.005092040134037,0,-0.521529692260334,0,0,0
374,31,23.510235050566422,6.832469900794456,0,-0.6029881597507022,0,0,0
375,31,23.65487969153576,7.896591860207651,0,-0.6029881597507022,0,0,0
376,28,23.7883132300435,6.376902986680373,0,-0.6518632402449231,0,0,0
377,27,23.909939975007305,5.297886624760092,0,-0.6681549337429968,0,0,0
378,22,24.019197767103115,7.462552616910284,0,-0.7496134012333651,0,0,0
379,29,24.115559510930836,6.225380341425905,0,-0.6355715467468496,0,0,0
380,33,24.198534611170878,6.56472826660582,0,-0.5704047727545549,0,0,0
381,25,24.267670308792802,7.285730410916316,0,-0.7007383207391441,0,0,0
382,30,24.322552913653066,5.5386442753646445,0,-0.6192798532487759,0,0,0
383,18,24.36280893010145,5.749011671536317,0,-0.8147801752256597,0,0,0
384,19,24.38810607251,5.539233237728688,0,-0.7984884817275861,0,0,0
385,31,24.398154167939424,6.023518225984746,0,-0.6029881597507022,0,0,0
386,32,24.39270594346767,6.763781963610196,0,-0.5866964662526285,0,0,0
387,26,24.371557696021345,6.814512705687663,0,-0.6844466272410705,0,0,0
388,70,24.334549842872676,6.665764507597133,1,0.032387886674170425,0,0,0
389,42,24.281567351292047,5.65234046966458,0,-0.423779531271892,0,0,0
390,21,24.21254004617712,5.113937938020413,0,-0.7659050947314388,0,0,0
391,30,24.127442794814264,6.532612151234229,0,-0.6192798532487759,0,0,0
392,28,24.026295568264537,6.2169343798169985,0,-0.6518632402449231,0,0,0
393,31,23.909163379205012,6.775631463029967,0,-0.6029881597507022,0,0,0
394,28,23.77615609639446,6.921172175732762,0,-0.6518632402449231,0,0,0
395,33,23.627428136271007,6.58294485923521,0,-0.5704047727545549,0,0,0
396,26,23.463178032525754,6.956079851225512,0,-0.6844466272410705,0,0,0
397,24,23.2836478848312,6.637526824469041,0,-0.7170300142372178,0,0,0
398,51,23.089122688234347,6.81803882336088,1,-0.27715428978922907,0,0,0
399,29,22.879929545051464,6.077196042278071,0,-0.6355715467468496,0,0,0
400,29,22.65643676142365,6.392233151701125,0,-0.6355715467468496,0,0,0
401,19,22.419052831008443,6.618065657994174,0,-0.7984884817275861,0,0,0
402,24,22.168225308592085,6.992317085250451,0,-0.7170300142372178,0,0,0
403,28,21.90443957670889,6.2637552966652565,0,-0.6518632402449231,0,0,0
404,28,21.628217508647033,6.812700353439268,0,-0.6518632402449231,0,0,0
405,33,21.34011603150494,6.340496724850772,0,-0.5704047727545549,0,0,0
406,32,21.04072559323532,6.429474699603122,0,-0.5866964662526285,0,0,0
407,30,20.730668537877982,6.997711425214444,0,-0.6192798532487759,0,0,0
408,28,20.41059739343391,5.304163777367506,0,-0.6518632402449231,0,0,0
409,28,20.081193077072086,5.722116603155143,0,-0.6518632402449231,0,0,0
410,38,19.743163022588234,5.610688761534307,0,-0.4889463052641866,0,0,0
411,23,19.397239235246513,5.099830328091017,0,-0.7333217077352915,0,0,0
412,25,19.044176279335147,6.093041335906894,0,-0.7007383207391441,0,0,0
413,25,18.684749203950975,6.949660339836644,0,-0.7007383207391441,0,0,0
414,28,18.31975141269763,6.329069560170455,0,-0.6518632402449231,0,0,0
415,20,17.949992483134928,6.6186740491651115,0,-0.7821967882295124,0,0,0
416,21,17.576295941956193,7.153530498026475,0,-0.7659050947314388,0,0,0
417,59,17.199497001990185,7.296611679360615,1,-0.1468207418046398,0,0,0
418,18,16.82044026722958,6.458517239164316,0,-0.8147801752256597,0,0,0
419,24,16.439977412176262,7.3121515337416385,0,-0.7170300142372178,0,0,0
420,26,16.0589648418623,6.555275995060465,0,-0.6844466272410705,0,0,0
421,17,15.678261338960697,5.997561065703523,0,-0.8310718687237334,0,0,0
422,35,15.29872570443345,6.143359788680759,1,-0.5378213857584075,0,0,0
423,17,14.921214398183475,5.61167809246099,0,-0.8310718687237334,0,0,0
424,14,14.546579186176155,5.9671196877598085,0,-0.8799469492179544,0,0,0
425,23,14.175664800479403,6.285189987155342,0,-0.7333217077352915,0,0,0
426,20,13.809306618634304,6.982151011627161,0,-0.7821967882295124,0,0,0
427,20,13.448328368717508,7.53246189869959,0,-0.7821967882295124,0,0,0
428,15,13.093539866383807,5.670691090773776,0,-0.8636552557198807,0,0,0
429,15,12.745734790091582,6.735696480955951,0,-0.8636552557198807,0,0,0
430,17,12.405688500608381,5.875673636505479,0,-0.8310718687237334,0,0,0
431,22,12.074155910771903,6.784818253077921,0,-0.7496134012333651,0,0,0
432,15,11.751869411345544,6.421348009587364,0,-0.8636552557198807,0,0,0
433,16,11.439536858652161,5.401456504491482,0,-0.8473635622218071,0,0,0
434,16,11.137839629501658,7.056978194941091,0,-0.8473635622218071,0,0,0
435,35,10.847430748742806,6.136999572314761,1,-0.5378213857584075,0,0,0
436,18,10.56893309457132,6.179659856975867,0,-0.8147801752256597,0,0,0
437,16,10.302937686512099,5.8581485532261866,0,-0.8473635622218071,0,0,0
438,16,10.05000206076842,6.107430033987467,0,-0.8473635622218071,0,0,0
439,17,9.81064873738968,6.75673426441695,0,-0.8310718687237334,0,0,0
440,21,9.585363783459144,6.386453395438156,0,-0.7659050947314388,0,0,0
441,14,9.374595476239175,6.697197201369488,0,-0.8799469492179544,0,0,0
442,13,9.178753069937356,6.717153112357306,0,-0.896238642716028,0,0,0
443,24,8.99820566947361,7.2923969933169,0,-0.7170300142372178,0,0,0
444,16,8.833281214334352,6.294328309481372,0,-0.8473635622218071,0,0,0
445,10,8.684265575298548,5.613885309892561,0,-0.945113723210249,0,0,0
446,14,8.551401766510843,7.140333449943189,0,-0.8799469492179544,0,0,0
447,17,8.434889275060986,6.301107096741648,0,-0.8310718687237334,0,0,0
448,10,8.334883509906604,7.168755466746426,0,-0.945113723210249,0,0,0
449,19,8.251495371649279,6.730026267909483,0,-0.7984884817275861,0,0,0
450,12,8.184790944342659,6.421317481877993,0,-0.9125303362141017,0,0,0
451,14,8.134791310176851,6.709265536427777,0,-0.8799469492179544,0,0,0
452,19,8.10147248754662,7.67060753607578,0,-0.7984884817275861,0,0,0
453,14,8.084765492672567,7.746188317432252,0,-0.8799469492179544,0,0,0
454,11,8.084556524606032,6.5416286810796676,0,-0.9288220297121753,0,0,0
455,5,8.100687273110156,6.596114355990245,0,-1.0265721907006173,0,1,1
456,15,8.132955348572695,7.145744094479832,0,-0.8636552557198807,0,0,0
457,8,8.18111483277195,5.992603380339592,0,-0.9776971102063963,0,1,1
458,18,8.244876948985592,6.699842223570953,0,-0.8147801752256597,0,0,0
459,11,8.323910849605417,6.484482291227686,0,-0.9288220297121753,0,0,0
460,14,8.417844519098558,6.6883449268745325,0,-0.8799469492179544,0,0,0
461,19,8.526265789840124,5.999978716430356,0,-0.7984884817275861,0,0,0
462,13,8.648723468032285,5.5462595040146185,0,-0.896238642716028,0,0,0
463,21,8.784728566623269,5.256209938405225,0,-0.7659050947314388,0,0,0
464,17,8.933755641846975,5.829569532206236,0,-0.8310718687237334,0,0,0
465,9,9.095244229718753,6.224794829036401,0,-0.9614054167083227,0,1,1
466,12,9.268600378550422,6.324085048010743,0,-0.9125303362141017,0,0,0
467,17,9.45319827328288,7.66233869745771,0,-0.8310718687237334,0,0,0
468,21,9.648381947184326,7.163596021944379,0,-0.7659050947314388,0,0,0
469,13,9.853467076221756,5.922745330195024,0,-0.896238642716028,0,0,0
470,15,10.067742851187333,6.708625071470574,0,-0.8636552557198807,0,0,0
471,21,10.290473922447553,6.255753058189805,0,-0.7659050947314388,0,0,0
472,6,10.520902411985013,6.329381697175943,0,-1.0102804972025436,0,1,1
473,19,10.75824998721697,6.611195389649229,0,-0.7984884817275861,0,0,0
474,14,11.001719990906532,6.871502670185236,0,-0.8799469492179544,0,0,0
475,23,11.25049962132817,6.2964449096695905,0,-0.7333217077352915,0,0,0
476,20,11.503762156711156,7.138310919640615,0,-0.7821967882295124,0,0,0
477,12,11.760669217864375,5.814837064314558,0,-0.9125303362141017,0,0,0
478,27,12.020373062779464,6.503803437417361,0,-0.6681549337429968,0,0,0
479,19,12.282018906923463,8.0586042359575,0,-0.7984884817275861,0,0,0
480,19,12.544747262860433,6.633847845575165,0,-0.7984884817275861,0,0,0
481,17,12.807696292789265,7.359928703963703,0,-0.8310718687237334,0,0,0
482,16,13.070004167548824,6.554912106903925,0,-0.8473635622218071,0,0,0
483,20,13.330811425624912,6.848466257197878,0,-0.7821967882295124,0,0,0
484,19,13.589263325692233,6.465930083364385,0,-0.7984884817275861,0,0,0
485,28,13.844512186243273,6.397755451301477,0,-0.6518632402449231,0,0,0
486,23,14.095719705891092,6.032310561964748,0,-0.7333217077352915,0,0,0
487,21,14.342059257985486,6.758180815374532,0,-0.7659050947314388,0,0,0
488,22,14.582718153253719,5.989077686488539,0,-0.7496134012333651,0,0,0
489,20,14.816899864262794,6.899351141788057,0,-0.7821967882295124,0,0,0
490,19,15.043826205606731,7.151172202667546,0,-0.7984884817275861,0,0,0
491,29,15.262739463842394,6.719918844342338,0,-0.6355715467468496,0,0,0
492,26,15.472904471335639,6.3282507598665845,0,-0.6844466272410705,0,0,0
493,24,15.67361061833359,6.772379347585217,0,-0.7170300142372178,0,0,0
494,27,15.864173797747258,6.314796166672153,0,-0.6681549337429968,0,0,0
495,19,16.043938277314282,7.06132827527909,0,-0.7984884817275861,0,0,0
496,22,16.21227849400979,5.401156349470925,0,-0.7496134012333651,0,0,0
497,13,16.36860076578692,6.2986355791288124,0,-0.896238642716028,0,0,0
498,28,16.512344915954685,5.305512802925602,0,-0.6518632402449231,0,0,0
499,21,16.64298580574129,5.602963501863677,0,-0.7659050947314388,0,0,0
